year,Place,Time,First.Name,Last.Name,Gender,Age,Lyon.Ridge,Red.Star.Ridge,Duncan.Canyon,Robinson.Flat,Miller's.Defeat,Dusty.Corners,Last.Chance,Devil's.Thumb,El.Dorado.Creek,Michigan.Bluff,Foresthill,Dardanelles.(Cal-1),Peachstone.(Cal-2),Rucky.Chucky,Green.Gate,Auburn.Lake.Trails,Brown's.Bar,Highway.49,No.Hands.Bridge,Robie.Point
2012,225,100332,Tamara,Johnson,F,47,9120,13860,20280,NA,30360,33060,37020,42420,46800,50352,56280,NA,65520,74340,77040,83640,88740,93120,96780,99180
2012,226,100358,Dave,Winkler,M,49,9960,15180,22320,NA,33780,37320,41340,46140,50940,54544,60540,NA,69540,77100,79380,84780,89340,93180,96600,99000
2012,227,100507,Tom,Lane,M,41,8400,12600,18180,NA,28200,30900,34740,39780,44760,48619,55560,NA,64020,72180,75780,83940,89220,93360,97080,99540
2012,228,100784,Amy,Burton,F,38,8880,13500,19380,NA,29340,32040,36240,41100,46560,50289,56460,NA,66840,75480,78780,84660,90180,94560,97860,99840
2012,229,100861,C.B.,Fralich,M,39,8340,12900,18720,NA,28260,30960,34860,40080,46080,50808,58800,NA,70560,79320,82200,87900,92400,96240,98280,100020
2012,230,100913,Martin,McAuley,M,40,9480,NA,20520,NA,30720,NA,38700,43740,47400,51200,57480,NA,66360,75060,78600,85020,89580,93540,96780,99660
2012,231,101000,Chris,Garcia,M,49,8880,13740,21120,NA,31680,NA,38640,43680,48300,52289,58620,NA,67920,76620,79020,85500,90180,94080,97500,99840
2012,232,101283,Andon,Briggs,M,35,9900,15180,21600,NA,32220,35280,39840,45420,50400,54377,60780,NA,70200,77880,80100,86220,90840,94620,97920,100140
2012,233,101405,Mike,Bohi,M,40,8220,12660,18540,NA,28320,31140,34920,39720,44340,48222,55500,NA,64980,72960,75660,83340,88860,93300,97200,100080
2012,234,101488,George,Raynsford,M,60,8880,13800,20040,NA,30240,32820,36660,41640,45780,49597,55860,NA,64680,72480,75660,81900,87540,92400,96420,99840
2012,235,101621,Matthew,Doellman,M,28,8280,12720,18600,NA,27780,30540,34140,39000,43440,47065,53640,NA,62280,74160,77100,83640,89280,93480,97380,100140
2012,236,101707,Charley,Jones,M,40,8580,13440,19800,NA,30300,33240,37020,41760,45960,49692,55500,NA,64080,74940,77520,84060,89760,94320,98520,100860
2012,237,101739,Jack,Meyer,M,48,9120,13740,19800,NA,29460,32220,36540,40980,45600,49351,55080,NA,64800,73620,76800,83880,89520,94320,97980,100680
2012,238,101819,Kurtis,Gruters,M,26,6840,10440,15240,NA,23580,25980,29460,33780,38520,42266,48240,NA,57840,73200,75420,82260,87960,93000,97620,100440
2012,239,101895,Kimberly,White,F,41,7260,14340,20640,NA,31320,NA,39240,44400,49320,53044,59520,NA,68460,76860,79380,85680,90780,94740,98220,100680
2012,240,101951,Brent,Speers,M,54,8940,13560,19260,NA,29220,31920,36000,41160,45720,49578,55560,NA,64800,72900,76740,83400,88620,92760,NA,99960
2012,241,102119,Donn,Zea,M,54,9240,14220,20760,NA,32040,35100,39180,44280,48600,52730,59040,NA,67800,76140,78660,84840,90240,94620,98100,100800
2012,242,102403,Matt,Holmes,M,45,8880,13560,19860,NA,29760,32520,36360,41160,45540,49555,55500,NA,65220,73500,76440,83640,89040,93600,97980,100920
2012,243,102509,Brian,Brooks,M,39,8880,13500,19620,NA,29580,32580,36780,41940,46920,50552,57480,NA,67860,76740,79500,85500,90120,94020,98160,100980
2012,244,102595,Bik Sai Ida,Lee,F,42,9120,13920,20040,NA,30060,32940,37260,43080,48120,52293,59640,NA,68160,76140,79260,85140,90120,94080,97680,100680
2012,245,102601,Randy,Van Dusen,M,37,10020,15120,21660,NA,32820,36240,40320,45600,49920,53682,60060,NA,68280,76260,78780,85560,90960,95400,98760,101280
2012,246,102702,Annette,Mensonides,F,41,9660,14880,21960,NA,32940,35880,40380,46140,51300,55043,62340,NA,72240,80400,83040,88140,92340,96120,99060,101580
2012,247,102963,Felipe,Guardia,M,36,9000,13560,19440,NA,29400,32280,36120,40620,44880,48497,54660,NA,64860,74940,77580,85200,90540,94860,99240,101700
2012,248,103108,Keith,Straw,M,57,9240,13860,19920,NA,30120,32580,35940,40680,44820,48445,54540,NA,64200,72540,77640,85500,91200,95580,99060,102060
2012,249,103149,John,Edgcomb,M,53,8580,12960,18540,NA,28200,31260,35100,39960,44460,48340,55980,NA,65340,74340,77700,84600,90540,95340,98880,101700
2012,250,103218,Ken,Zellars,M,63,9600,14700,21420,NA,NA,35400,40020,45900,51420,55162,61500,NA,70380,NA,80580,86580,91140,95220,99000,101760
2012,251,103253,Lance,Fong,M,51,9000,13800,19980,NA,30000,32940,36960,41880,46560,50272,56100,NA,65640,75060,78780,85020,91260,96000,99480,102000
2012,252,103279,Josh,Meggitt,M,42,10980,16740,23880,NA,35160,38640,43440,49020,54300,58472,65100,NA,73320,81180,83640,89340,93840,97800,100500,102180
2012,253,103307,Joshua,Witte,M,40,8340,12720,18240,NA,27600,30540,34500,39000,43860,47383,53640,NA,63720,73980,76680,84060,90240,94860,98940,101820
2012,254,103337,Matt,Baker,M,30,9180,13860,19920,NA,30240,33120,37380,42600,47580,51289,58320,NA,68100,77400,80040,86340,91320,95580,99360,102060
2012,255,103351,Stephen,Kirby,M,28,8580,12960,18720,NA,27720,30420,34260,39060,43080,46373,51900,NA,59040,67440,70080,77400,88620,93660,98160,101760
2012,256,103435,Craig,Duhn,M,36,9420,14520,20940,NA,31560,34800,38760,44100,49020,52794,59340,NA,68520,NA,80580,86760,92340,96540,99960,102360
2012,257,103449,Luis,Velasquez,M,42,8940,13500,19680,NA,30060,32880,36960,42240,46800,50395,56880,NA,65940,74220,77340,84120,40320,95460,99420,101880
2012,258,103515,Emily,Conley,F,40,10020,15180,22140,NA,33660,37500,42000,48060,53340,57144,63840,NA,73080,80100,NA,88500,93000,96840,100080,102300
2012,259,103516,Eddie,Spencer,M,42,9360,14100,20100,NA,30300,33720,37980,42900,47580,51170,57780,NA,67320,76320,78720,85740,91200,95520,99480,102060
2012,260,103576,Jeanne,Kysar-Carey,F,46,9120,14220,20820,NA,32160,34920,38880,44100,NA,52302,58260,NA,68400,77160,80340,86520,92040,96300,99780,102420
2012,261,103658,Nick,Polito,M,43,8880,13500,19800,NA,31020,NA,38520,43260,48060,51636,57480,NA,66000,74340,76680,84000,90420,94800,NA,102060
2012,262,103776,Tony,Marshall,M,34,8400,13980,18540,NA,27480,29820,33240,37980,42060,46199,52380,NA,62280,71340,74400,83160,90120,94800,99300,102300
2012,263,103816,David,Castellani,M,47,9600,14820,21540,NA,32640,35580,39720,44880,49680,53429,59460,NA,68220,76680,79380,85980,91380,95700,99360,102240
2012,264,103998,Quintin,Barney,M,52,7560,11640,17640,NA,27240,30360,34860,39540,43980,47422,53040,NA,61740,70740,73980,81660,91260,96420,100200,102960
2012,265,104167,Troy,Crady,M,41,8400,12960,18900,NA,29340,32280,36480,41880,46920,50936,58080,NA,67320,76380,79920,86460,91800,96240,99960,102600
2012,266,104186,Jason,Sullivan,M,37,9900,15120,21600,NA,32580,35640,39840,45420,50400,54382,61200,NA,69540,77280,79980,85980,91680,96000,99780,102540
2012,267,104189,Elke,Truscott,F,48,9120,14220,20700,NA,31800,34740,39240,44940,50040,53805,60120,NA,69600,77880,80760,87540,92700,97080,100620,103020
2012,268,104228,Robert,Kemper,M,31,8400,12600,18060,NA,27900,30300,33840,39120,43860,47713,55260,NA,64260,72180,76260,83220,89160,93960,98940,102420
2012,269,104233,Joel,Tapley,M,44,9240,NA,20580,NA,31500,34740,39480,44820,49920,53832,60180,NA,68820,78000,80580,86280,92160,97140,100500,103140
2012,270,104267,John,McCarthy,M,52,9600,14580,21360,NA,NA,35100,39540,44820,49680,53803,60540,NA,70980,79860,83100,88800,93240,96900,100200,102840
2012,271,104294,Peter,Hargreaves,M,55,9780,14820,21240,NA,21480,34740,38760,45060,49560,53634,59460,NA,70200,79080,82260,89220,94020,98460,101220,103380
2012,272,104302,Pam,Smith,F,37,7140,NA,15720,NA,23940,26880,30660,35280,38940,42549,48180,NA,56460,66480,70080,78180,91560,95700,99420,102720
2012,273,104570,Kurt,Mandich,M,52,9000,13920,20340,NA,30720,NA,37980,42900,47580,51226,57840,NA,67200,75660,79260,85500,91200,95460,99660,102900
2012,274,104725,Todd,Shipman,M,29,9000,13860,20100,NA,32280,35880,39780,45240,50340,54336,61620,NA,71700,81420,83760,89340,94680,98400,101880,103920
2012,275,104780,Julian,Pieters,M,41,8880,13440,19380,NA,29760,32760,36720,42240,46680,50518,56880,NA,64860,73140,76800,82920,88920,94320,99060,102780
2012,276,104842,Edward,Cacciapaglia,M,58,8760,14040,20460,NA,31260,35040,39600,44400,49020,53258,61500,NA,71040,79080,82500,88080,93240,97320,100980,103440
2012,277,104938,Mark,Hellenthal,M,39,8580,13320,19800,NA,30600,33780,38340,43200,48060,51790,58500,NA,68040,76800,81060,87180,92220,96900,100380,103200
2012,278,104945,Joe,McQuade,M,38,9120,13860,20460,NA,31020,34260,38460,43860,48540,52494,59880,NA,69480,79020,82260,88200,92880,97260,101160,103620
2012,279,105034,Charles,South,M,43,9300,14220,20700,NA,30900,33660,37860,43080,47880,52135,58620,NA,68880,78000,81840,88680,93360,97680,101220,103920
2012,280,105060,Chris,Conwell,M,35,9480,14340,20640,NA,31320,34740,39240,44880,49440,53044,59520,NA,69000,79020,82140,88980,94260,98220,101520,103980
2012,281,105112,Kyle,McQuire,M,27,9900,14940,20760,NA,31620,35100,39180,44460,49740,53510,60420,NA,71220,80100,82500,88680,93840,98280,101460,103860
2012,282,105276,David,Bieber,M,53,9240,14160,20520,NA,30960,NA,38400,44520,50040,53666,60000,NA,70140,79200,81420,88080,93240,97560,101400,103920
2012,283,105323,Joseph,Morrison,M,36,10140,15360,21780,NA,32280,36240,40380,45840,50880,54634,61800,NA,72840,NA,85980,91200,95460,99120,102060,104160
2012,284,105326,Ted,Niemann,M,49,9120,13980,20220,NA,30420,33180,37260,42360,47400,51540,59340,NA,70800,82560,85380,90480,94980,98580,101520,104160
2012,285,105367,Barbara,Ashe,F,63,10080,15300,22260,NA,33300,36180,40380,45660,50760,54870,61260,NA,70080,77880,80460,86640,91860,96360,100620,103740
2012,286,105389,Kenny,Rogers,M,58,10980,16680,23940,NA,35700,38880,43020,48480,53760,57744,64200,NA,73500,81000,83220,89040,93720,97920,101580,104040
2012,287,105517,Steve,Klang,M,44,9060,13800,20400,NA,31320,33180,37740,43380,48720,52565,59760,NA,71100,81300,83940,90720,94740,98760,102060,104340
2012,288,105565,Clyde The Glide,Aker,M,60,8880,13740,20100,NA,29340,32040,35880,40980,45660,49213,54900,NA,63900,76200,79140,86040,91740,96300,100680,103620
2012,289,105583,Dirceu,Faelli,M,59,9660,15180,22200,NA,33060,36360,40980,46320,51660,56057,62940,NA,72600,81540,85140,91080,95520,99240,102240,104400
2012,290,105643,Carolyn,Hennessey,F,46,9120,13920,19860,NA,30360,33180,37140,42480,47940,51824,59040,NA,69180,78420,81000,88800,94740,98580,102120,104460
2012,291,105824,Kathleen,Romalia,F,43,8760,13560,19620,NA,29580,32220,36060,41460,46320,50214,56400,NA,65820,75360,78660,85920,92160,98460,101580,104340
2012,292,105862,Tim,Cullum,M,55,10020,15420,22500,NA,33480,36540,40740,45960,50820,54858,62280,NA,72120,81480,83760,89820,95040,99060,102180,104520
2012,293,106050,Mark,Olson,M,65,9900,14940,21660,NA,33120,35940,40080,45600,50340,54287,61320,NA,71220,80160,83580,89760,94560,98640,102060,104700
2012,294,106085,Geir,Frykholm,M,55,9660,14820,21360,NA,32100,35280,39900,45360,50400,54459,61140,NA,71040,79860,82800,89520,94500,98520,102240,104760
2012,295,106254,Robert,Villani,M,53,8880,13740,20220,NA,31620,34800,39300,44820,50640,55618,63600,NA,73260,81660,84240,90600,95220,99180,102420,104940
2012,296,106295,Joshua,Motter,M,37,9000,13560,19920,NA,31020,34620,39060,44640,49860,53932,60840,NA,71220,80460,84000,90000,94980,98940,102360,104940
2012,297,106313,Alexander,Schwarzbauer,M,39,8340,12900,18540,NA,28560,31380,35460,40740,46620,50448,56820,NA,68220,78720,81960,90000,95820,99300,102660,104940
2012,298,106366,Charles,Savage,M,64,9000,13920,20220,NA,31680,34800,39180,44700,49440,54189,61560,NA,71760,80520,84240,89940,95040,99120,102180,104880
2012,299,106380,Gus,Exarchos,M,43,9540,14760,22380,NA,33180,36480,40740,45720,49980,53675,60000,NA,69660,78420,81360,88200,93900,98280,101820,104700
2012,300,106410,Robert,Halpenny,M,62,10140,15600,23100,NA,34740,37740,42480,47940,53580,57034,64020,NA,73620,82380,85020,91020,95460,99240,102780,105120
2012,301,106436,Chihping,Fu,M,46,9600,14580,20880,NA,31680,34680,38940,43740,48300,51978,58320,NA,68760,79140,82020,88200,94260,98220,102300,105060
2012,302,106482,Andrew,Harding,M,51,9660,14580,18000,NA,31980,35280,40680,38940,51540,55530,62280,NA,72000,80640,83100,89340,94560,98820,102420,105180
2012,303,106558,Ken,Press,M,48,10140,15660,22860,NA,34260,37320,42240,47880,53160,57037,64020,NA,73980,82500,82980,90660,95160,99720,102960,105240
2012,304,106671,Boris,Juarez,M,40,7620,11580,17340,NA,26940,30420,35100,40800,45480,48883,54660,NA,63900,72780,76680,86820,94860,99900,103860,105720
2012,305,106769,Anil,Rao,M,36,9420,14040,20280,NA,30240,33120,37560,42420,47580,51165,57180,NA,67620,79080,82260,89520,94920,99060,103200,105600
2012,306,106952,Steve,Westlund,M,61,8400,14220,19740,NA,30300,33660,38280,44100,50640,54940,62100,NA,73800,81840,84420,90060,94740,99660,103380,105840
2012,307,106990,Deborah,Paquin,F,52,9540,14580,21060,NA,31620,34740,39060,44760,50040,53951,61200,NA,71940,81540,84180,91800,96900,101100,103740,105840
2012,308,107162,Tony,Bierman,M,56,NA,14220,20640,NA,31320,NA,38760,43500,48420,52453,60060,NA,70500,80100,83880,89940,94920,99480,103320,105480
2012,309,107433,Jonnifer,Lacanlale,M,42,9000,14220,19680,NA,31800,NA,43860,49200,54480,58475,65340,NA,74820,83400,85980,92940,97740,101340,104700,106500
2012,310,107454,Damian,Krebsbach,M,27,7980,12240,18360,NA,29520,33240,37620,42420,47520,50707,57420,NA,69000,79080,82140,89520,95100,99360,103620,106080
2012,311,107475,Jason,Healey,M,41,10320,15780,23160,NA,34740,38400,43260,49260,54420,58871,65820,NA,75540,83820,86220,91800,96240,100560,103860,106140
2012,312,107491,James,Smith,M,40,9240,14100,21120,NA,32640,35640,39600,44400,48540,52689,59220,NA,69540,79140,81780,88800,94080,98880,102540,105720
2012,313,107561,Tom,Clime,M,46,9780,14820,21660,NA,33240,36660,41280,47040,52680,56711,64080,NA,74100,83520,86280,92040,96720,100920,103980,106140
2012,314,107664,Jim,Hammond,M,40,9660,14760,22440,NA,33600,36660,40680,46620,52380,56334,62100,NA,71640,80760,84120,90660,95940,100320,104100,106560
2012,315,107695,Kevin,O'grady,M,53,9420,14400,21240,NA,NA,35700,40200,46140,51660,56051,62940,NA,73320,82560,85800,91680,96240,100500,104040,106500
2012,316,107907,Joselito,San Gabriel,M,43,10260,15540,22500,NA,33840,37260,41820,47160,52380,56750,63660,NA,74040,83460,86340,92340,96900,101220,104460,106800
2012,317,NA,Jerry,Bloom,M,59,9420,14520,21420,NA,21600,36480,41220,47220,52680,57004,64680,NA,75120,84060,87180,92940,97560,101400,104640,106920
2012,318,NA,Kirt,Moret,M,57,9660,14880,21420,NA,33240,36540,41460,47400,51900,56745,64500,NA,74940,84540,87060,93000,98640,102540,NA,NA
2012,319,NA,Richard,Barton,M,59,9420,14220,20880,NA,32520,35760,40620,46380,51660,55863,63720,NA,74340,84660,87900,93300,97620,103260,NA,NA
2012,320,NA,Jose,Nicolas,M,44,8400,14220,19740,NA,30960,NA,39420,45900,52200,56331,62880,NA,73020,82020,84960,91560,99780,NA,NA,NA
2012,321,NA,Jerry,Cooper,M,30,9660,14640,21420,NA,31560,NA,NA,42480,46800,50466,56760,NA,65520,79800,82740,93300,NA,NA,NA,NA
2012,322,NA,Bob,Dickinson,M,57,9540,16020,23520,NA,35520,38640,43500,49200,54480,58919,66060,NA,75660,84300,87120,94200,NA,NA,NA,NA
2012,323,NA,Ernest,Stolen,M,63,10860,16680,23880,NA,35940,39420,44400,49800,54960,58983,66000,NA,76080,85500,88080,94620,NA,NA,NA,NA
2012,324,NA,Douglas,Wright,M,42,9780,14700,21420,NA,32640,35640,40200,46140,51720,56571,65520,NA,77220,86340,88800,96300,NA,NA,NA,NA
2012,325,NA,Topher,Gaylord,M,42,6900,10680,15480,NA,23580,25680,28920,32880,36180,39263,44280,NA,51600,61080,66120,NA,NA,NA,NA,NA
2012,326,NA,Marcie,Cathey,F,40,9420,14160,20160,NA,29940,32640,36420,41040,45420,48889,54720,NA,62760,73920,76860,NA,NA,NA,NA,NA
2012,327,NA,Dan,McHugh,M,41,9120,13800,NA,NA,NA,33120,37320,42660,47640,51273,57660,NA,68220,78720,82800,NA,NA,NA,NA,NA
2012,328,NA,Bruce,Urquhart,M,57,9060,13920,20280,NA,29940,NA,36480,41460,46380,50283,56940,NA,69120,81000,84600,NA,NA,NA,NA,NA
2012,329,NA,Michael,Duer,M,42,8340,12540,18540,NA,27840,30300,34080,38280,41760,45020,50280,NA,58980,72600,NA,NA,NA,NA,NA,NA
2012,330,NA,Steve,Holden,M,50,9360,14340,20700,NA,31320,34140,38220,43800,48540,52226,58320,NA,68400,79500,NA,NA,NA,NA,NA,NA
2012,331,NA,Joseph,Landreth,M,37,9420,14220,20340,NA,30240,33180,36900,41880,46680,51151,59580,NA,69240,79620,NA,NA,NA,NA,NA,NA
2012,332,NA,Charles,Ehm,M,43,8280,12600,18600,NA,28860,32280,36720,41100,45060,48781,55980,NA,66300,80400,NA,NA,NA,NA,NA,NA
2012,333,NA,Melanie,Peters,F,28,7260,11100,16260,NA,28560,31680,35820,40560,46320,50797,58260,NA,67980,80520,NA,NA,NA,NA,NA,NA
2012,334,NA,Karen,Lozano,F,53,9900,15180,22260,NA,34380,37860,42900,48780,54420,58400,66180,NA,77400,86520,NA,NA,NA,NA,NA,NA
2012,335,NA,Loree,Bruckmann-Harmon,F,48,9900,15540,22620,NA,34080,37200,42240,48060,53340,57867,65340,NA,76200,87240,NA,NA,NA,NA,NA,NA
2012,336,NA,Shelley,Cook,F,37,9780,14760,21360,NA,21600,35700,39540,44400,50160,53875,61920,NA,75540,87780,NA,NA,NA,NA,NA,NA
2012,337,NA,Lisa,Henson,F,50,9540,14760,21480,NA,32940,36000,40380,46260,51600,56206,64740,NA,76980,88260,NA,NA,NA,NA,NA,NA
2012,338,NA,Dennis,Cantrell,M,52,10080,15180,22560,NA,34140,37020,41700,48180,54720,58874,66540,NA,77340,89580,NA,NA,NA,NA,NA,NA
2012,339,NA,Peter,Fish,M,47,8400,12960,18900,NA,29220,32160,36420,41100,45780,50100,58680,NA,75900,NA,NA,NA,NA,NA,NA,NA
2012,340,NA,Mark,Nassi,M,45,9840,14820,21120,NA,30840,33420,37320,42720,47280,51028,NA,NA,75900,NA,NA,NA,NA,NA,NA,NA
2012,341,NA,Tony,Arrizon,M,52,9780,15420,22980,NA,34680,37620,42540,48300,53040,57348,65340,NA,78240,NA,NA,NA,NA,NA,NA,NA
2012,342,NA,Harlan,Reymont,M,52,10080,15120,22260,NA,35700,38880,44160,49860,54960,59741,66960,NA,79260,NA,NA,NA,NA,NA,NA,NA
2012,343,NA,Myles,Smythe,M,33,9120,13980,20760,NA,32940,36900,42240,48540,54120,59812,67380,NA,83460,NA,NA,NA,NA,NA,NA,NA
2012,344,NA,Chris,Mead,M,41,7380,11820,17280,NA,26340,28740,32580,36900,40560,44328,52200,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,345,NA,Jim,Eckert,M,41,7440,11520,16860,NA,25680,28440,32040,36660,40920,44867,55200,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,346,NA,Gabi,Schenkel,F,35,8580,14220,19140,NA,28800,32160,36420,41280,46560,50483,60300,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,347,NA,Michael,Jaschob,M,33,NA,12960,19380,NA,29940,32820,37500,42720,46860,51058,61800,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,348,NA,Andrew,Garman,M,47,9000,13980,20040,NA,29880,32940,36960,42780,47940,52193,62400,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,349,NA,Andy,Bussell,M,31,8220,12960,19140,NA,29820,34200,38700,44340,50400,55144,67560,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,350,NA,Paul,Owen,M,53,9540,14580,21360,NA,21600,36060,40920,47400,53700,58328,67560,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,351,NA,Bill,Rose,M,56,8580,12960,18840,NA,29100,32160,36420,41940,47580,52215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,352,NA,Paul,Norberg,M,60,8760,13740,20580,NA,31800,35160,39960,45360,50400,55292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,353,NA,David,Holmen,M,51,8280,12900,19500,NA,31500,35160,40380,46800,53220,57829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,354,NA,Farouk,Elkassed,M,62,9840,15300,22440,NA,34380,37980,42840,48420,53700,58212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,355,NA,Jacob,Twomey,M,30,9660,NA,21720,NA,32760,36060,40980,47460,53760,58409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,356,NA,Andreas,Carlsen,M,25,7260,11220,16440,NA,25800,28440,32160,36840,43200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,357,NA,Larry,Adams,M,47,9660,15840,23940,NA,36060,39480,44520,52440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,358,NA,Buzz,Higgins,M,68,10080,15480,23340,NA,35760,39300,44760,52500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,359,NA,Karsten,Solheim,M,75,11100,16920,24000,NA,35940,39600,44820,52560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,360,NA,Bill,Dodson,M,77,11040,16740,23700,NA,35820,39600,44880,52620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,361,NA,John,Wojciechowski,M,39,9960,15420,22860,NA,36000,39660,44580,52680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,362,NA,Shannon,Farar-Griefer,F,51,9420,14640,22020,NA,34140,40200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,363,NA,Yvette,Grabis,F,47,10320,16200,23340,NA,36120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,364,NA,Kami,Semick,F,45,6840,10560,15360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,365,NA,Mark,Jackson,M,35,7860,12240,18060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,366,NA,Wayne,Miles,M,66,9540,14520,20820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,367,NA,Bob,Gilbert,M,49,NA,14220,21720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,368,NA,Eric,Fritz,M,44,9660,14940,22200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,369,NA,Joe,Galope,M,43,8580,13440,19740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,370,NA,Jennifer,Dicus,F,36,10440,16380,24120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,371,NA,Robert,Mersereau,M,52,9660,15180,23100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,372,NA,Gordy,Ainsleigh,M,65,11280,17520,24900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,373,NA,Milo,Lewis,M,58,10860,16680,24240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,374,NA,Jan,Iocco,F,50,10860,16740,24240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,375,NA,Karen,Fennie,F,52,11040,17100,23400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,376,NA,Debra,Moss,F,55,9180,14220,23400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,377,NA,Jennifer,Benna,F,32,7380,12600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,378,NA,Catra,Corbett,F,47,9660,15600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,379,NA,Jan,Soderkvist,M,52,9600,15900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,380,NA,Ronald,Lepine,M,58,14280,20400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,381,NA,Juli,Aistars,F,53,14280,20400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,382,NA,Cowman,A-Moo-Ha,M,68,13140,20520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,1,55047,Timothy,Olson,M,29,5700,8880,12660,16140,18600,20400,22740,25800,28320,30480,34020,NA,38580,42720,43980,47040,49260,51360,NA,54540
2013,2,55325,Rob,Krar,M,36,5880,8940,12720,16380,18840,20580,22920,26280,29040,31380,35040,NA,39360,43320,44640,47580,49860,51900,NA,54660
2013,3,56721,Mike,Morton,M,41,6180,9360,13140,16920,19560,21420,23700,26940,29460,31740,35160,NA,39480,43380,44700,47700,50280,52680,NA,55920
2013,4,58825,Ian,Sharman,M,32,5700,8880,12660,16260,18840,20760,23040,26460,29100,31620,35340,NA,40200,44580,46140,49500,52320,54780,NA,58080
2013,5,59538,Dylan,Bowman,M,27,5700,8880,12720,16380,18840,20580,22920,26340,28980,31380,35100,NA,40140,44700,46260,49920,52680,55080,NA,58680
2013,6,60983,Nick,Clark,M,39,5700,8820,12600,16140,18660,20520,22860,26280,29100,31800,35940,NA,40920,45420,47040,50460,53340,56100,NA,60000
2013,7,63876,Jesse,Haynes,M,40,6240,9780,14160,18180,21000,22920,25380,29340,32340,35100,39360,NA,44280,48840,50400,54000,56820,59400,NA,63120
2013,8,64589,Paul,Terranova,M,39,6120,9360,13560,17580,20400,22320,24840,28860,31920,34740,38940,NA,44340,48840,50460,54000,57060,59760,NA,63720
2013,9,67041,Pam,Smith,F,38,6600,10320,14940,19260,22140,24240,26760,30480,33540,36240,40260,NA,45540,50220,51960,55740,59040,NA,NA,66180
2013,10,67442,Yassine,Diboun,M,34,5940,9360,13140,17460,20280,22320,25080,29220,32340,35280,39900,NA,45540,50220,52260,56460,59820,62820,NA,66480
2013,11,67915,Karl,Meltzer,M,45,6180,9720,14040,18180,21060,23040,25500,29340,32160,34920,38880,NA,44100,48660,50520,54720,58740,62040,NA,66780
